Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43019,,
Mouse ID,16766,,
Disposition,"hunched, emaciated",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42987,,
Sac Date,43018,,
Age at Sac,31,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42990,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43004,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Treated with MEK162 three hours prior to necropsy (it was previously being treated with the vehicle only treatment). This mouse had experienced a 20% loss in body weight over the course of a weekend.,,
,,,
