Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42941,,
Mouse ID,15456,,
Disposition,"Normal disposition; sac'd for tumor size, T1- R ear, huge, fluid filled",,
Sex,Female,,
Strain,All Alleles,,
BD,42876,,
Sac Date,42937,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42877,,
Virus 1,RCAS HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42922,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Normal disposition; sac'd for tumor size, T1- R ear, huge, fluid filled",,
,Brain and skull were in tact.,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted.,,
