Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42611,,
Mouse ID,10998,,
Disposition,"Normal disposition; T1- large, R side; T2- R ear; T3- between scapulas",,
Sex,Male,,
Strain,All Alleles,,
BD,42546,,
Sac Date,42611,,
Age at Sac,65,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42548,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42590,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca/ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition; T1- large, R side; T2- R ear; T3- between scapulas",,
,Skull intact,,
,Other organs appeared normal,,
,10821,,
