Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42928,,
Mouse ID,15794,,
Disposition,"hunched, lethargic, unable to stay upright",,
Sex,male,,
Strain,N-TVA;Braf Ca/+; pten f/f; Ink4a f/f,,
BD,42901,,
Sac Date,42928,,
Age at Sac,27,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42903,,
Virus 1,RCAS CRE,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42921,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA;Braf Ca/+; pten f/f; Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"hydrocephalus, hematoma",,
,,,
