Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42754,,
Mouse ID,13074,,
Disposition,Normal disposition; sac'd due to tumor size; T1- R ear,,
Sex,Female,,
Strain,All alleles,,
BD,42703,,
Sac Date,42754,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42705,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- R ear,,
,Skull was intact,,
,All other organs appeared normal,,
,3 cryogenics & 1 cell line attempted,,
