Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43130,,
Mouse ID,16983,,
Disposition,"Hunched, lethargic",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43018,,
Sac Date,43130,,
Age at Sac,112,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43020,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Treated?,TMZ,,
Duration of Dox,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"brain, blood",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Heavily vascularized brain, mushy and necrotic brain tissue.",,
,,,
