Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42872,,
Mouse ID,14848,,
Disposition,Sac'd due to labored breathing; lethargic disposition; T1--located on right ear; T2--located over left eye,,
Sex,Male,,
Strain,All Alleles,,
BD,42812,,
Sac Date,42871,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42814,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42856,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to labored breathing; lethargic disposition; T1--located on right ear; T2--located over left eye,,
,Brain and skull were both in tact.,,
,Large tumor located inside chest cavity--retained with lungs during necropsy. Lungs also appeared to be much smaller than normal.,,
,All other organs appeared normal.,,
,1 cryogenic and 1 cell line attempted for tumor 1; T2 was too small to attempt any cryogenics or cell lines.,,
