Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42900,,
Mouse ID,14954,,
Disposition,Normal disposition; sac'd due to ulcerated tumor/tumor size; T1-right ear; T2--left ear,,
Sex,Female,,
Strain,All Alleles,,
BD,42837,,
Sac Date,42899,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42838,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42884,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor/tumor size; T1-right ear; T2--left ear,,
,,,
,Small spots appeared on lungs (as noted in Line 34).,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted for T1; 2 cryogenics and 1 cell line attempted for T2.,,
