Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43490,,
Mouse ID,19358,,
Disposition,T1 -- Right scapula,,
Disposition,Sac'd due to illness,,
Treatment,FAKi only,,
Sex,Female,,
Strain,All Alleles,,
BD,43445,,
Sac Date,43490,,
Age at Sac,45,,
Injection Date,43448,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1",,
,All organs appeared normal,,
,1 cryo for T1,,
,1 cell line attempted for T1,,
