Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43217,,
Mouse ID,18040,,
Disposition,Sac'd due to tumor size,,
Sex,Male,,
Strain,All Alleles,,
BD,43155,,
Sac Date,43217,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43157,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Sac'd due to tumor size,,
,Skull intact,,
,Organs appeared normal,,
,T1 on nap of neck (L),,
,2 cryogenics,,
