Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43172,,
Mouse ID,17839,,
Disposition,Sac'd due to ungroomed appearance and heavy breathing; T1 - around L eye,,
Sex,Male,,
Strain,All Alleles,,
BD,43130,,
Sac Date,43172,,
Age at Sac,42,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43131,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43160,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Sac'd due to ungroomed appearance and heavy breathing; T1 - around L eye,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 1 cryos and 1 cell line attemtped,,
