Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42814,,
Mouse ID,14143,,
Disposition,"No primary tumor evident, mouse died on-the-spot this morning when Angel picked it up. THIS MOUSE IS TVA-",,
Sex,Male,,
Strain,All alleles,,
BD,42775,,
Sac Date,42814,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42775,,
Virus 1,RCAS HA-Yb1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, spleen, kidneys.",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had large mass in lungs.,,
,,,
