Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42621,,
Mouse ID,11360,,
Disposition,Lethargic disposition; T1- R side; T2- base of skull; T3- L scapula,,
Sex,Male,,
Strain,All Alleles,,
BD,42567,,
Sac Date,42620,,
Age at Sac,53,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42569,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, kidneys, liver, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition; T1- R side; T2- base of skull; T3- L scapula,,
,Skull intact,,
,Organs appeared normal,,
,T1- 2 cryos and 1 cell line; T2 & T3- 1 cell line attempted,,
