Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,43217,,
Mouse ID,18101,,
Disposition,"Lethargic, hunched, labored breathing, paralyzed back legs",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43160,,
Sac Date,43217,,
Age at Sac,57,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43161,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,Not recorded,,
Dox Tx?,TMZ,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,"Hydrocephalus, large tumor protruding from left frontal cortex. Dosed with TMZ 3 hours prior to sac.",,
