Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42824,,
Mouse ID,14048,,
Disposition,"Active, alert, healthy, primary tumor over right eye, bleeding from mouse scratching it. Close to ulcerating on its own.",,
Sex,Female,,
Strain,Braf wt,,
BD,42769,,
Sac Date,42824,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42770,,
Virus 1,RCAS HA-Nras Q61R ires Cre,,
Virus 2,RCAS myrFLAG AKT1,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42809,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Skull intact, possible blood in brain before opening up skull. Tumor was bleeding from mouse scratching it, close to ulcerating though.",,
,H&L appeared healthy.,,
,Cell line attempted,,
,1 cryovial frozen,,
