Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44151,,
Mouse ID,24852,,
Disposition,T1 -- R neck,,
Disposition,,,
Disposition,Reason for sac: illness,,
Disposition,"Not moving, eyes squinted, quick/shallow breaths",,
Treatment,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,
Sex,male,`,
Strain,All Alleles,,
BD,44099,,
Sac Date,44151,,
Age at Sac,52,,
Injection Date,44101,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes -- many,,
Additional comments,Skull intact,,
,"All organs appeared normal, except lungs",,
,"T1: Cryogenic (1 tube, tiny sample)",,
,Blood taken,,
