Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42612,,
Mouse ID,10821,,
Disposition,Normal dispositon; T1- R scapula; T2- L scapula; T3- R side of head,,
Sex,Male,,
Strain,All Alleles,,
BD,42534,,
Sac Date,42611,,
Age at Sac,77,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42537,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal dispositon; T1- R scapula; T2- L scapula; T3- R side of head,,
,All organs appeared normal,,
,"T2- 2 cryos, 1 cell line attempted; T2 & T3- 1 cell line each",,
