Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43003,,
Mouse ID,15616,,
Disposition,normal,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42889,,
Sac Date,43003,,
Age at Sac,114,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42892,,
Virus 1,LV:NF1,,
Virus 2,Cre (PEI transfection),,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,,,
,,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to experimental endpoint,,
,,,
