Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42799,,
Mouse ID,13867,,
Disposition,normal,,
Sex,female,,
Strain,Braf wt,,
BD,42759,,
Sac Date,42799,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42761,,
Virus 1,myr FLAG Akt1,,
Virus 2,Nras QR ires Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42793,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf wt,,
Tissue collected,"Primary tumors, brain, lungs",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"0.5mm3 tumor behind right ear, smaller tumor over left eye, occluding the eye.  Sac'd due to slight ulceration of tumor over right eye.  Small nodule on right cortex noticed.  Lungs appeared normal.",,
,Skull intact.,,
,No cryoperservation nor cell line attempted.,,
