Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42846,,
Mouse ID,14054,,
Disposition,Large tumor on back of neck and on top of shoulders. Appeared healthy and active in cage.,,
Sex,Male,,
Strain,BRaf WT,,
BD,42769,,
Sac Date,42846,,
Age at Sac,77,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42770,,
Virus 1,RCAS NRas QR ires Cre,,
Virus 2,RCAS myrFLAG AKT1,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42793,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Ink/arf f/f; Pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,"Skull intact, possible blood in brain before opening",,
,2 tumor chunks taken for preservation.,,
,Cell line attempted,,
