Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43129,,
Mouse ID,16790,,
Disposition,FD,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42990,,
Sac Date,43129,,
Age at Sac,139,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42992,,
Virus 1,P53R273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS (X),,
Evidence of tumor?,Yes,,
Date Tumor reported,43010,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,None,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"This mouse was found dead on a Monday. It appeared to have died early in the weekend, and therefore was not necropsied.",,
,,,
