Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42652,,
Mouse ID,10531,,
Disposition,,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f,,
BD,42514,,
Sac Date,42667,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42515,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
