Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43126,,
Mouse ID,17081,,
Disposition,Normal disposition; T1-midback; found T2 right side deep jaw.,,
Sex,Female,,
Strain,All Alleles,,
BD,43033,,
Sac Date,43126,,
Age at Sac,93,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43034,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43095,,
Dox Tx?,Yes,,
Duration of Dox Tx,31,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,,,
Formalin fixed?,"Tumors, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Normal disposition; T1-midback; found T2 right side deep jaw.,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,T1 - 3 cryos and 1 cell line attempted; T2 - no cryos and 1 cell ine,,
,"One counted one tumor in tumor measurements until last day when I measured T2. Under the skin they were two separate tumors. Could've counted as one tumor, but reported as two",,
