Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,43140,,
Mouse ID,17481,,
Disposition,Poor health,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43080,,
Sac Date,43139,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43081,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43138,,
Treated?,Yes T+O,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain (unable to do successful cardiac puncture),,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Severe hydrocephaly.,,
,,,
