Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42660,,
Mouse ID,12070,,
Disposition,"Lethargic disposition, large tumor on left side",,
Sex,Female,,
Strain,Pten WT,,
BD,42624,,
Sac Date,42703,,
Age at Sac,79,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42625,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42676,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Nodule on one of lungs, other discoloration of lungs present.",,
,Cell line attempted and 2 tumor cryovials frozen down,,
,"Skull intact, possible blood in brain",,
