Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43173,,
Mouse ID,17479,,
Disposition,"Large domed head, animal leaning to one side, Hunched, lethargic",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43080,,
Sac Date,43173,,
Age at Sac,93,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43081,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,Yes T+O,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"enlarged brain, animal dosed with T+O 3 hrs prior to sac",,
,,,
