Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43152,,
Mouse ID,17609,,
Disposition,Normal disposition; sac'd due tumor size and bleeding left ear. T1 - R side of face,,
Sex,Male,,
Strain,All Alleles,,
BD,43099,,
Sac Date,43152,,
Age at Sac,53,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43100,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43139,,
Dox Tx?,Yes,,
Duration of Dox Tx,6,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Normal disposition; sac'd due tumor size and bleeding left ear. T1 - R side of face,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 3 cryos and 1 cell line attempted,,
Blood Draw,"Plamsa collected, no buffy coat collected",,
