Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43074,,
Mouse ID,15415,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA;Ink4a f/+,,
BD,42869,,
Sac Date,43021,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42871,,
Virus 1,IHDR132H,,
Virus 2,Cre,,
Virus 3,PDGFA,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;Ink4a f/+,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,NA,,
,,,
