Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43490,,
Mouse ID,19110,,
Disposition,No primary tumor (T1 disppeared on treatment and never returned),,
Disposition,Sac'd due to illness,,
Treatment,AKTi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43395,,
Sac Date,43490,,
Age at Sac,95,,
Injection Date,43395,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Not at time of necropsy,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs",,
,All organs appeared normal,,
