Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42846,,
Mouse ID,12888,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f,,
BD,42688,,
Sac Date,42846,,
Age at Sac,158,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42690,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
