Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42858,,
Mouse ID,14919,,
Disposition,Paralyzed rear legs and lethargic. No tumor evident.,,
Sex,Female,,
Strain,All alleles,,
BD,42835,,
Sac Date,42858,,
Age at Sac,23,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42835,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Some lung nodules,,
,"Skull was intact, perhaps slightly soft (may have been due to young age)",,
,No tumor chunks frozen or cell line attempted.,,
,No obvious flaw in spine that would have led to paralysis.,,
