Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,43187,,
Mouse ID,18123,,
Disposition,"Domed head, still active; sac'd at 48 hours post tail vein injection",,
Sex,Male,,
Strain,Nestin-TVA; Ink4a f/f; Pten f/f,,
BD,43162,,
Sac Date,43187,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43164,,
Virus 1,HBEGF,,
Virus 2,ICAM,,
Virus 3,IRES-Cre,,
Virus 4,,,
Evidence of tumor?,NA,,
Date Tumor reported,43186,,
Treated?,NO,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, kidney, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Domed head, still active; sac'd at 48 hours post tail vein injection",,
,CVA21 tail vein injected (DK 3/26/18),,
