Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42807,,
Mouse ID,13949,,
Disposition,sac'd due to paralyzed rear legs; T1--top of head,,
Sex,Male,,
Strain,All Alleles,,
BD,42764,,
Sac Date,42807,,
Age at Sac,43,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42765,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,sac'd due to paralyzed rear legs; T1--top of head,,
,Tumor invaded skull; brain seemed in tact.,,
,All other organs appeared normal.,,
,"2 cryogenics, 1 cell line attempted.",,
