Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43067,,
Mouse ID,16661,,
Disposition,Paralyzed front leg,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42972,,
Sac Date,43067,,
Age at Sac,95,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42975,,
Virus 1,AIP IDHR132H,,
Virus 2,PDGFA,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain appeared normal. Sac'd due to paralyzed front leg.,,
,,,
