Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,43140,,
Mouse ID,17562,,
Disposition,Tumor,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43090,,
Sac Date,43139,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43092,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43129,,
Dox Tx?,No - olaparib treatment,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead - no treatment 3 hours prior.,,
,Brain enlarged.,,
