Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42779,,
Mouse ID,13454,,
Disposition,"domed head, lethargic",,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42728,,
Sac Date,42775,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42729,,
Virus 1,LV:NF1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42744,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
