Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42852,,
Mouse ID,14655,,
Disposition,Normal,,
Sex,Male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42812,,
Sac Date,42851,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42814,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,Yes,,
Duration of Dox Tx,13 days,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to negative/inconclusive MRI scan,,
,,,
