Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43535,,
Mouse ID,19227,,
Disposition,T1 -- Nape of neck (tiny),,
Disposition,,,
,,,
Disposition,"Sac'd due to illness, shallow breathing, weight loss",,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43415,,
Sac Date,43535,,
Age at Sac,120,,
Injection Date,43416,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull not intact -- Primary tumor appeared to be invading through posterior end of brain,,
,"FFPE for brain, lungs, T1",,
,"All organs appeared normal except brain -- unusual consistency (soft/mushy, whiter than usual -- abnormal)",,
,No cryo or cell line for T1 (too small) -- all tissue used for FFPE,,
