Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42704,,
Mouse ID,11285,,
Disposition,"Slightly lethargic, large wart on back of neck",,
Sex,Male,,
Strain,Ink WT,,
BD,42561,,
Sac Date,42704,,
Age at Sac,143,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42563,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42676,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared fine,,
,"Possible blood in brain, skull intact.",,
,"Two cryovials of tumor frozen, cell line attempted",,
