Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42829,,
Mouse ID,14295,,
Disposition,Lethargic disposition; sac'd due to breathing heavily/tumor size; T1-between ears,,
Sex,Male,,
Strain,All Alleles,,
BD,42789,,
Sac Date,42829,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42790,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition; sac'd due to breathing heavily/tumor size; T1-between ears,,
,Brain and skull intact.,,
,All organs appeared normal,,
,T1- 3 cryos and 1 cell line,,
