Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43238,,
Mouse ID,18346,,
Disposition,Sac'd due labored breathing. T1 - between scapulae; T2 - below R ear,,
Sex,Female,,
Strain,All Alleles,,
BD,43196,,
Sac Date,43238,,
Age at Sac,42,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43197,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43231,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,1 mark noted,,
Additional comments,Sac'd due labored breathing. T1 - between scapulae; T2 - below R ear,,
,Skull intact,,
,Organs appeared normal,,
,T1 - no cryos and 1 cell line; T2 - no cryos and 1 cell line attempted,,
