Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42985,,
Mouse ID,16355,,
Disposition,"hunched, blind in one eye, lethargic, enlarged skull",,
Sex,female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42945,,
Sac Date,42985,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42947,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42972,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Extreme hydrocephalis/head enlargement,,
,"Think fatty tissue on outside of brain (on skull), head was twice normal size. Possible tumor outgrowth? I left entire head in Formalin per Beatrice's suggestion. --CF",,
