Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42835,,
Mouse ID,14249,,
Disposition,Found dead by mouse technician; T1-between ears; necropsied but very far gone,,
Sex,Male,,
Strain,All Alleles,,
BD,42789,,
Sac Date,42835,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42787,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead by mouse technician; T1-between ears; necropsied but very far gone,,
,Skull in tact but brain had started disintegrated. Removed and place in zinc fixative but not sure analysis will be able to be done.,,
,All other organs appeared normal.,,
,Tumor was too small and mouse was too far dead to take any cryogenics or cell lines.,,
