Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43518,,
Mouse ID,19141,,
Disposition,Sac'd due to tumor size,,
Disposition,T1 -- Nape of neck,,
Disposition,,,
Disposition,,,
Treatment,AKTi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43401,,
Sac Date,43518,,
Age at Sac,117,,
Injection Date,43767,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for B/L, T1",,
,1 cryo and 1 cell line attempted for T1,,
,All organs appeared normal,,
