Mouse Necropsy information sheet,...2,...3,...4
Initials,CS,,
Today's Date,44154,,
Mouse ID,24787,,
Disposition,T1 -- R neck,,
Disposition,,,
Disposition,Reason for sac: illness,,
Disposition,"Not moving, eyes squinted, quick/shallow breaths",,
Treatment,,,
Sex,male,`,
Strain,All Alleles,,
BD,44092,,
Sac Date,44154,,
Age at Sac,62,,
Injection Date,44095,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
