Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43091,,
Mouse ID,17061,,
Disposition,Found Dead,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43030,,
Sac Date,43091,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,43033,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43075,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brought up from vivarium at 11am and found dead at 3pm. Death possible any time between these times. Brain very mushy upon necropsy.,,
,,,
