Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42695,,
Mouse ID,10997,,
Disposition,"Normal disposition, sac'd due to tumor burden; T1- across the scapulae",,
Sex,Male,,
Strain,All Alleles,,
BD,42546,,
Sac Date,42695,,
Age at Sac,149,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42548,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42663,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca/ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to tumor burden; T1- across the scapulae",,
,Skull intact,,
,Other organs appeared normal,,
,3 cryogenics & 1 cell line attempted per tumor,,
