Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42821,,
Mouse ID,12385,,
Disposition,Found dead. No tumor. Displayed popcorn lung phenotype.,,
Sex,Male,,
Strain,Ink wt; Pten wt,,
BD,42650,,
Sac Date,42821,,
Age at Sac,171,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42650,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,None,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Found dead. Significantly decayed, no tissues preserved. Had popcorn lung phenotype with no primary.",,
,,,
