Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42956,,
Mouse ID,15645,,
Disposition,lethargic,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42890,,
Sac Date,42956,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42892,,
Virus 1,LV:NF1,,
Virus 2,Cre (PEI transfection),,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42912,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"hunched, rapid breathing",,
,,,
