Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42541,,
Mouse ID,10197,,
Disposition,Normal disposition T1--located between right and left scapulas; T2--posterior to T1,,
Sex,Female,,
Strain,DCT-TVA; Braf het,,
BD,42482,,
Sac Date,42541,,
Age at Sac,59,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42482,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition T1--located between right and left scapulas; T2--posterior to T1,,
,Skull intact,,
,Small nodule found on lungs.,,
,All other organs appeared normal.,,
,3 cryogenics attempted per tumor; 1 cell line attempted per tumor.,,
