Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42702,,
Mouse ID,11990,,
Disposition,T1- L-ear; T2- R-scapula; sac'd due to tumor size,,
Sex,Female,,
Strain,All alleles,,
BD,42617,,
Sac Date,42702,,
Age at Sac,85,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42685,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- L-ear; T2- R-scapula; sac'd due to tumor size,,
,Skull intact,,
,Organs appeared normal w/exception of intestins,,
,Large intestinal met,,
,"2 Cryos, 1 cell line attempted per tumor",,
