Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42515,,
Mouse ID,10169,,
Disposition,Paralyzed rear legs - T1--midline between scapulas; T2--left ear,,
Sex,Male,,
Strain,All Alleles,,
BD,42480,,
Sac Date,42515,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Paralyzed rear legs - T1--midline between scapulas; T2--left ear,,
,Skull intact,,
,Brain was intact,,
,"Numerous lung nodules found on lung tissue, lungs retained with nodules in tact",,
,One massive lung nodules retained for histology,,
,Three cryogenics attempted per tumor; 1 cell line attempted per tumor,,
,Other organs appeared normal,,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
