Mouse Necropsy information sheet,...2,...3,...4
Initials,BP/RB,,
Today's Date,42989,,
Mouse ID,16054,,
Disposition,"Poor Health, Deceased upon being brought to lab",,
Sex,Male,,
Strain,N-TVA; Pten f/f; ATRX f/f,,
BD,42918,,
Sac Date,42989,,
Age at Sac,71,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42922,,
Virus 1,P53R273C,,
Virus 2,IDH1WT,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f; ATRX f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal Brain size and morphoplogy,,
,,,
