Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42802,,
Mouse ID,13556,,
Disposition,Difficult respiration; tumor was on left shoulder.,,
Sex,Male,,
Strain,All alleles,,
BD,42736,,
Sac Date,42802,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42738,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42779,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull was still in tact.,,
,"Solid, small, tumor. H&L looked slightly enlarged, but mimicked normal physical appearance.",,
,Other organs appeared normal.,,
,1 tumor chunk frozen and no cell line attempted.,,
