Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42891,,
Mouse ID,15007,,
Disposition,"Large tumor on back of head/neck-- reason for sac. Slightly lethargic disposition, appeared to be breathing okay.",,
Sex,Male,,
Strain,All alleles,,
BD,42842,,
Sac Date,42891,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42841,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42867,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Had some medium sized nodules on lungs that looked like popcorn lung phenotype, but also 1 really large nodule that was more vascular with dark splotches. It enveloped part of the lung rather than sitting on top of it.",,
,Skull intact,,
,Two tumor tissue cryovials frozen and cell line attempted.,,
,"Although this mouse had popcorn lung phenotype, it was not sac'd due to breathing difficulties but rather tumor size. Include with data set and look at lungs in H&E to verify difference between possible met and popcorn lung.",,
