Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43199,,
Mouse ID,18222,,
Disposition,"Ungroomed and hunched, unable to stand.",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43175,,
Sac Date,43199,,
Age at Sac,24,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43176,,
Virus 1,TRE3-IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-Ires-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43192,,
Treated?,NO,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Squishy brain, massive blood pool around entirety of brain",,
,,,
