Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,43054,,
Mouse ID,15999,,
Disposition,poor health,,
Sex,male,,
Strain,N-TVA; Pten f/f; ATRX f/f,,
BD,42913,,
Sac Date,43054,,
Age at Sac,141,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42914,,
Virus 1,IDH1-WT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,n/a --endpoint,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f; ATRX f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"ungroomed, lethargic, bloated",,
,,,
