Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42941,,
Mouse ID,15803,,
Disposition,"Normal disposition; sac'd due to tumor inhibiting use of right front paw, T1 located behind right ear on right scapula; T2 between ears.",,
Sex,Female,,
Strain,All Alleles,,
BD,42902,,
Sac Date,42941,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42902,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition; sac'd due to tumor inhibiting use of right front paw, T1 located behind right ear on right scapula; T2 between ears.",,
,Tumor located around upper shoulder/right scapular region,,
,Brain appeared normal and in tact.,,
,1 nodule on lungs,,
,2 cryogenics attempted for T1; 2 cell line attempted for each tumor.,,
,Had to dispose of 1 cryo due to mixing up tissue.,,
