Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42696,,
Mouse ID,12016,,
Disposition,"Normal dispositon, sac'd due to ulcerated tumor; T1- R flank",,
Sex,Male,,
Strain,Braf het,,
BD,42620,,
Sac Date,42696,,
Age at Sac,76,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42621,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal dispositon, sac'd due to ulcerated tumor; T1- R flank",,
,"Skull was intact, brain was slightly mushy",,
,Organs appeared normal,,
,There was a non-tumor like mass near the nape of neck; too necrotic to take a sample,,
,"2 cryogenics, 1 cell line attempted",,
