Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42633,,
Mouse ID,11660,,
Disposition,Sac'd due to tumor size; normal disposition; T1- R ear/arm; T2- L scap/ear,,
Sex,Female,,
Strain,All Alleles,,
BD,42743,,
Sac Date,42787,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42591,,
Virus 1,RCAS HA-Akt2 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to tumor size; normal disposition; T1- R ear/arm; T2- L scap/ear,,
,Skull intact,,
,Organs looked normal -- except one kidney was ruptured,,
,2 cryogenics and 1 cell line attempted per tumor,,
