Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42710,,
Mouse ID,10928,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX f/f,,
BD,42537,,
Sac Date,42691,,
Age at Sac,154,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,,,
Virus 1,PDGFA,,
Virus 2,IDHR132H,,
Virus 3,CRE,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
