Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42922,,
Mouse ID,15633-00,,
Disposition,"Normal disposition; sac'd due Sac - partial paralysis of rear left foot, abnormally rapid breathing, T1 around right scapula.",,
Sex,Male,,
Strain,All Alleles,,
BD,42890,,
Sac Date,"7/6/2017 tumor measurements are H: 5.7 mm7, W: 6.15 mm, L: 8.89 mm",,
Age at Sac,33 days,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42891,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42922,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition; sac'd due Sac - partial paralysis of rear left foot, abnormally rapid breathing, T1 around right scapula.",,
,Tumor located around upper shoulder/right scapular region,,
,Brain appeared normal and in tact.,,
,Lungs defined as popcorn lung,,
,1 cryogenics attempted for T1; 1 cell line attempted,,
