Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43039,,
Mouse ID,14268,,
Disposition,"Large tumor on top of head and between shoulders. Slightly lethargic and inactive, likely due to tumor burden.",,
Sex,Male,,
Strain,Ink WT,,
BD,42786,,
Sac Date,43038,,
Age at Sac,252,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42788,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42985,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, kidneys, spleen, liver, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared healthy.,,
,Skull intact.,,
