Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42891,,
Mouse ID,14838,,
Disposition,"Found dead, had tumor but was too decayed to salvage any tissue.",,
Sex,Female,,
Strain,All alleles,,
BD,42829,,
Sac Date,42863,,
Age at Sac,34,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,None,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Found dead, not included in data set.",,
,,,
